회사명,거래소코드,회계년도,유동비율,차입금의존도,매출액증가율,유형자산증가율,총자본증가율,매출액총이익률,매출액영업이익률,매출액순이익률,총자본영업이익률,자기자본순이익률,당좌비율,부채비율,재고자산회전률,매출채권회전률,총자본회전률,매입채무회전률,현금순환주기,WCTA,RETA,TLTA,이자보상배율,vol유동비율,vol매출액증가율,vol유형자산증가율,vol총자본증가율,vol매출액총이익률,vol매출액영업이익률,vol자기자본순이익률,vol총자본영업이익률,vol당좌비율,vol부채비율,vol이자보상배율,vol재고자산회전률,vol매출채권회전률,vol총자본회전률,vol매입채무회전률,부도
(주)스탠더드텔레콤,27890,2002,107.38,60.65,80.28,3.59,-29.85,-0.93,-13.2,-35.12,-21.21,-316.18,22.53,1296.47,3.93,19.67,1.61,11.4,79.29999999999998,0.6247568063329217,-0.5164851676943382,0.9283909600049818,-5.529239451587929,-153.14999999999995,28.5,8.32,-57.56,-12.67,-14.39,-304.49,-22.22,-103.86,1001.93,-5.787548754295608,1.21,11.900000000000002,0.7600000000000001,-5.929999999999998,1.0
(주)스톰이앤에프,43680,2010,21.85,69.31,-30.18,-47.23,-57.52,2.01,-26.88,-214.29,-16.33,0.0,21.85,0.0,51.54,6.45,0.61,4.31,-21.060000000000013,0.1731198789635217,-3.7278351302634554,1.3079912753234852,-6.711258218484478,-132.84,-222.22,-374.66,-51.46,-0.1900000000000004,7.059999999999999,44.08,4.050000000000002,-125.42000000000002,-62.67,22.181998022133747,29.97,-7.21,0.010000000000000007,-4.760000000000002,1.0
(주)시큐어소프트,37060,2006,93.73,34.76,-85.38,347.25,-18.12,32.24,-753.73,-5719.87,-27.36,-327.23,16.16,342.4,0.13,0.33,0.04,2.83,3696.89,0.7224660586897462,-2.626050014512788,0.7739591921096156,-41.181406204211505,-2139.24,-34.15,417.17,-108.82,26.590000000000003,-647.03,-287.32000000000005,4.240000000000002,-2199.42,339.2,5315.908607860486,-4.29,-1.0499999999999998,-0.26,-8.44,1.0
(주)신양오라컴디스플레이,86830,2016,148.95,28.42,-83.24,-99.98,-12.76,16.69,-45.07,-122.73,-16.28,-105.43,147.53,100.46,7.55,2.51,0.36,2.05,15.539999999999992,0.6590172409496065,-1.618854367635201,0.5011469771433575,-8.550530557495334,83.43999999999998,-45.21,-57.38,33.93,19.16,-34.03,-16.16000000000001,-0.7800000000000011,96.89,-83.49,-1.757929821153552,-7.260000000000002,-4.63,-1.04,-4.12,1.0
(주)씨모텍,81090,2010,167.63,43.05,82.48,-4.61,8.57,21.42,3.26,-8.15,4.4,-24.84,130.1,91.85,9.15,12.73,1.35,84.21,64.24,0.5676120857142857,-0.2,0.4783934476190476,1.040686015014608,-4.5,85.73,-13.8,-16.0,5.2200000000000015,10.37,3.7600000000000016,10.48,-2.069999999999993,-87.45000000000002,3.2848495450468675,4.41,5.25,0.4900000000000001,38.59,1.0
(주)아이디에스,78780,2015,64.44,71.89,-83.79,-7.7,40.38,8.57,-63.63,-14.14,-14.83,-22.11,64.44,395.63,1705.35,1.57,0.23,4.95,159.21,0.5019169974968748,-0.7287035216998121,0.7982347257204953,-2.5902349513222083,36.49,-23.93000000000001,-3.4000000000000004,97.86,4.1000000000000005,-36.53,180.38,13.11,36.53,-837.6899999999998,7.873833571545642,1404.9499999999996,-3.75,-0.8,-6.419999999999999,1.0
(주)아이비진,39060,2007,173.0,65.39,62.35723537,44.10330507,-2.510194935,45.19,1.65,-7.51,1.14,-34.42,99.98,563.92,2.71,8.67,0.69,10.92,143.42,0.6033002193844805,-0.06267060698809983,0.8493797335948611,0.2311049350046557,64.11,104.10723537,30.44330507,22.659805065,18.66,79.15,44.92999999999999,35.65,23.06,399.55,22.597350211509433,-2.35,6.96,0.23999999999999996,4.36,1.0
(주)아이팩토리,53810,2015,226.0,46.16,-26.61,-3.59,-11.93,32.49,17.66,-7.42,4.04,-5.84,223.53,148.52,72.25,1.38,0.23,2.54,126.46000000000004,0.4179997890288423,-1.0734169565395613,0.5976150732608191,1.6062081233422305,173.4,32.34,-1.2399999999999998,1.620000000000001,42.71,68.05,138.75,17.72,171.19,-273.87,4.517518062553988,-67.5,-1.7400000000000002,-0.040000000000000015,0.73,1.0
(주)어플라이드엔지니어링,53960,2002,416.02,6.46,-6.17,-14.82,0.8,19.46,2.4,3.05,3.23,5.57,354.97,32.85,13.3,4.45,1.34,11.99,78.98,0.8711491758229916,0.421518285519688,0.2472504339961495,5.2251226758353635,0.07999999999998407,-6.17,-14.82,0.8,-0.5199999999999996,-6.3100000000000005,-8.57,-9.29,-25.079999999999984,-6.490000000000002,-3.2827203511795067,-6.129999999999999,-1.75,-0.09999999999999988,-9.67,1.0
(주)에스에스컴텍,36500,2016,77.47,54.02,-49.04,-87.41,-55.17,-18.21,-113.49,-391.11,-41.74,-523.35,59.72,52886.42,3.19,2.22,0.37,3.81,183.44,0.7245541728451981,-4.25311205525473,0.998112766587722,-10.044489435113633,-50.99000000000001,-68.65,-40.52,-21.06,-33.82,-106.73,-431.54,-38.93,-51.40000000000001,52734.65,-9.229095520692805,-1.2799999999999998,-0.4699999999999998,-0.04999999999999999,-6.639999999999999,1.0
(주)에코솔루션,52510,2010,50.8,53.61,-28.96,-11.46,-46.22,9.23,-16.82,-15.0,-11.56,-36.72,49.07,302.72,41.77,6.86,0.69,7.81,15.230000000000004,0.3303029037189135,-1.5462443886126735,0.7516914162006452,-2.4483244273524707,0.03999999999999915,-97.28,-1.75,-5.210000000000001,2.640000000000001,-15.58,91.92,-10.87,2.3200000000000003,67.09000000000003,-2.0528773332804358,-6.68,3.0000000000000004,0.1399999999999999,-0.8700000000000001,1.0
(주)에코페트로시스템,42870,2010,55.76,55.89,-0.56,-17.18,-71.93,3.22,-178.48,-760.84,-32.53,-193.1,55.16,558.0,79.38,17.18,0.18,15.06,1.6100000000000032,0.3091928013254088,-7.564255037179259,0.8480248500906481,-15.885216539536502,-356.7100000000001,13.85,23.42,-171.43,-1.8399999999999996,-24.319999999999997,-131.28,-8.420000000000002,-352.82000000000005,543.99,22.438867580335998,20.489999999999995,2.890000000000001,0.01999999999999999,4.75,1.0
(주)엔에스브이,95300,2016,33.58,56.62,-39.58,-7.4,-30.81,-12.32,-48.88,-65.55,-25.46,-112.52,15.1,338.41,2.78,5.74,0.52,9.98,158.45,0.23352219843971106,-0.7533660678423472,0.7719037323224065,-11.224836896060376,-34.14,-8.279999999999998,-3.0200000000000005,-4.169999999999998,-0.7400000000000002,-14.54,-41.61,-4.27,-13.64,157.12000000000003,-2.700683688746862,0.5899999999999999,1.8400000000000003,-0.09999999999999998,3.49,1.0
(주)엠엔에프씨,48640,2010,27.86,52.67,-11.36,-2.98,-41.69,5.73,-16.48,-147.79,-9.77,0.0,22.61,0.0,7.73,4.79,0.59,12.71,94.65,0.3256309991026245,-3.9305132504655487,1.1780048649433066,-0.8472123551218445,-33.660000000000004,18.43,-1.99,-47.63,-15.27,-18.24,212.93,-10.73,-17.450000000000006,-211.99,-0.9789063113690692,1.010000000000001,0.29000000000000004,0.04999999999999993,5.2700000000000005,1.0
(주)엠제이비,74150,2015,245.43,13.49,-22.63,-89.1,2.59,19.11,-31.28,-117.93,-1.92,-14.93,245.4,116.6,323.9,5.9,0.06,21.99,46.35,0.9942133391243716,-0.1166340779986228,0.5383221062033157,-2.248729560562196,54.25,33.18000000000001,-114.34,-224.88,-3.990000000000002,-20.31,-72.59,-0.5699999999999998,54.27000000000001,19.709999999999994,-0.6725652194924379,103.87999999999997,3.3600000000000003,-0.06,18.89,1.0
(주)예일바이오텍,54250,2006,61.83,80.0,-57.53,-21.3,30.44,-36.83,-225.64,-687.7,-54.01,-1898.0,59.6,-1405.37,11.08,1.96,0.24,3.87,124.55,0.4840746930849234,-3.323261589993483,1.076606673204223,-7.071787643219374,-44.41,-6.6400000000000015,-15.9,82.14,25.93,-43.20999999999998,-1414.91,23.15,-41.16,-2178.69,7.244793992706506,-21.760000000000005,0.75,-0.18,-1.17,1.0
(주)올에버,34970,2002,5.89,910.63,-29.09,-99.96,-98.07,26.61,-310.65,-932.39,-69.26,-369806.487,5.69,-106.73795390000001,9.17,5.41,0.22,4.64,28.61,0.9290920046330204,-55.35778160077671,15.84128498185968,-12.889957901530106,-409.43,-36.6,-1.4199999999999875,-494.29,-3.2300000000000004,-313.22,-369770.407,-69.95,-387.18,-554.3679539,-12.965625009030573,2.79,-1.33,-0.05000000000000002,-1.0,1.0
(주)와이즈파워,40670,2014,43.36,166.32,-9.13,-95.01,-57.87,23.21,3.7,-283.22,2.11,0.0,42.34,0.0,10.49,3.31,0.57,17.1,123.57000000000002,0.8075740562585147,-6.1785950749880705,1.8764186277749637,0.20453371897590966,20.39,51.55,-87.19,-28.59,22.98,47.41,137.14,18.25,28.72000000000001,-346.13,3.1300977578703417,5.3500000000000005,-4.0600000000000005,0.2,8.64,1.0
(주)우영,12460,2006,101.42,51.38,22.89,-5.45,2.79,10.94,5.25,1.1,6.29,6.17,40.22,339.26,3.48,15.64,1.2,7.35,78.54,0.6241830065359477,0.06446418627450981,0.7745098039215687,1.579463182432838,17.980000000000004,43.21,7.899999999999999,-1.2299999999999995,-0.8399999999999999,-0.05999999999999961,-10.11,0.9400000000000004,0.8299999999999983,-62.49000000000001,0.4783419188791114,-0.1499999999999999,5.4700000000000015,0.18999999999999995,0.7999999999999998,1.0
(주)우전,52270,2016,14.61,101.96,-24.26,-34.46,-38.74,11.15,-9.86,-172.62,-4.83,0.0,13.61,0.0,58.3,5.26,0.49,12.77,47.06,0.2346927950560971,-1.6090756877089758,1.6281323342008849,-1.6305988286994504,-258.87,7.299999999999998,1.4399999999999975,-10.380000000000004,0.7000000000000011,-4.3599999999999985,126.04,-2.44,-255.51,-719.67,-1.3167010333341096,38.09,0.91,0.04999999999999999,4.33,1.0
(주)유니텍전자,39040,2010,78.49,55.31,-49.4,-96.78,-48.86,3.08,-19.48,-41.0,-27.48,-137.84,55.83,273.74,7.59,4.19,1.41,47.4,127.4,0.5320089275871162,-1.6960460079416857,0.7324346750420744,-8.831594479645863,-61.74,-54.63,-94.28,-37.38,-3.1899999999999995,-15.5,-120.3,-19.61,-35.23999999999999,172.61,-4.430496020383745,-1.1899999999999995,-2.2299999999999995,-0.5700000000000001,-9.700000000000003,1.0
(주)이론테크놀로지,34980,2002,90.74,48.05,436.51,2.49,7.65,21.82,3.8,-23.01,3.64,-63.05,48.06,230.23,5.21,8.16,0.96,8.4,71.34,0.42523684164292624,-0.21661728419637025,0.6971768349157055,0.7788405084291252,-98.37000000000002,454.62,-347.04,-149.75,9.36,34.75,17.24000000000001,11.9,-84.10999999999999,80.09,5.198182262484659,3.44,6.65,0.69,4.93,1.0
(주)인포피아,36220,2015,352.02,22.12,-8.6,-22.64,-20.35,42.71,4.55,-15.25,2.72,-15.26,262.03,45.7,5.65,2.29,0.6,9.48,185.34000000000003,0.4526146421854654,0.09609046514706156,0.3136749206157898,1.9185212714791655,189.06,-16.22,-22.18,-15.23,6.810000000000002,11.9,-3.5,6.92,139.01999999999998,-44.44,4.832700686313498,-0.049999999999999815,-0.29000000000000004,0.030000000000000027,-0.25,1.0
(주)제이엠피,54790,2006,86.0,45.15,2.97,-10.57,-26.69,2.49,-28.95,-172.77,-22.38,-451.0,73.51,999.57,10.14,7.19,0.77,5.22,16.83999999999999,0.4987876395246028,-1.5726619546939218,0.909055503172036,-4.625806029024322,-12.170000000000002,7.050000000000002,-0.34999999999999964,-51.42,-3.79,-9.22,-352.27,-8.129999999999999,0.27000000000001023,875.7,4.590072194764292,2.9600000000000013,0.5600000000000005,0.05000000000000005,-0.0600000000000005,1.0
(주)제이콤,60750,2010,149.07,49.86,-54.17,-3.32,24.53,13.17,-56.29,-153.9,-6.2,-27.3,145.89,120.7,6.4,4.29,0.11,10.87,108.45,0.813467058576563,-0.13312978998715114,0.5468878460792097,-12.486627862946413,-193.01,-74.85,0.8400000000000003,-64.2,-7.630000000000001,-56.77,-30.77,-6.37,-185.62,100.18,-12.721490248267514,-4.58,-0.75,-0.24,-7.040000000000001,1.0
(주)조이토토,44370,2007,488.52,20.35,208.96,13.44,98.57,18.87,-15.73,-79.43,-8.27,-72.97,442.76,41.75,10.08,17.64,0.53,17.19,35.67,0.4189288647907528,-0.31146615137706585,0.2945521572262444,-2.069873009395556,119.32,208.96,13.44,98.57,17.79,137.0,2349.46,79.54,163.57,-317.23,7.73493666306903,3.55,1.6099999999999994,-0.039999999999999925,8.530000000000001,1.0
(주)중앙디자인,30030,2010,57.43,60.28,-25.24,-0.95,-24.9,-8.87,-22.3,-74.33,-16.75,0.0,57.43,0.0,0.0,2.84,0.75,2.35,-27.0,0.5573946383491827,-0.7818819992673474,1.2748060364004683,-2.452764431875886,-71.88999999999999,-8.16,0.30000000000000004,-38.39,-16.15,-22.49,46.3,-16.93,-71.88999999999999,-302.31,-2.5008139731181043,0.0,-0.75,-0.18999999999999995,-0.9099999999999996,1.0
(주)지노시스템,33850,2010,138.4,56.08,12.26,351.27,68.39,14.84,-6.53,-46.86,-6.05,-104.43,107.96,215.63,8.76,7.84,0.93,26.55,74.47999999999998,0.6720807441782503,-0.2327929616578689,0.6831741999951629,-1.2477849017950733,-74.54999999999998,61.75,371.72,91.74,15.36,10.849999999999998,-22.730000000000004,10.66,-83.40000000000002,143.87,4.2414436502329735,-6.91,-10.13,-0.02999999999999992,-155.79999999999995,1.0
(주)지앤알,43630,2010,230.99,35.47,-79.87,353.19,-26.22,15.21,-181.69,-290.67,-33.71,-84.75,222.24,94.22,2.76,0.27,0.19,3.03,1359.71,0.7954787934475981,-0.984864874392733,0.4851217347278582,-14.924710703312812,-149.42000000000004,-67.35000000000001,424.61,-57.8,-9.72,-192.13,-88.82,-43.21,-120.44,56.43,-19.209052429014424,-6.41,-1.59,-0.72,-6.860000000000001,1.0
(주)지티앤티,53870,2014,32.03,95.79,-41.51,-3.96,-60.93,3.95,-97.87,-286.32,-12.0,-203.01,28.88,563.6,2.16,10.15,0.12,8.91,164.09,0.3235407513931586,-1.0185786592422847,1.0649411708301513,-2.4262910409722536,-2.9099999999999966,19.46,-0.4199999999999999,-56.06,-11.94,-52.040000000000006,-164.64,-5.48,5.209999999999997,204.72000000000003,-1.1930210424377354,0.10000000000000007,-10.11,-0.020000000000000014,7.13,1.0
(주)코리아링크,37410,2002,92.02,43.83,-15.58,8.46,-11.29,-1.61,-36.79,-52.21,-37.87,-162.79,54.47,1430.6,3.41,2.72,1.03,4.69,163.25,0.8559809252241994,-0.4306332728992785,0.934666042368813,-12.706725719786576,-161.04000000000005,-61.01,0.34000000000000163,-17.509999999999998,-14.78,-43.02,-169.97,-45.26,-122.62,1353.62,-15.44743963071586,-1.1099999999999994,-0.3799999999999999,-0.15999999999999992,-5.89,1.0
(주)클라스타,37550,2010,251.8,53.33,-9.63,-55.17,-27.25,-11.55,-121.52,-429.92,-22.58,-130.01,241.13,283.28,18.03,1.78,0.19,9.02,184.36,0.5102130813264916,-3.0073372467357267,0.7390951217490411,-5.473070799681136,-793.47,-114.46,-98.41,-90.3,-25.81,-61.9,-176.07,-9.46,-800.82,268.52,-1.6073548206336454,-78.3,0.010000000000000007,-0.03,-12.78,1.0
(주)태영텔스타,60840,2002,124.75,80.3,2.37,154.38,116.73,3.51,-11.4,-23.94,-19.47,-255.48,64.55,8873.98,4.88,10.25,1.71,13.4,83.15000000000002,0.8293352030373822,-0.2924015392973979,0.9888566570832504,-5.340765791499665,-31.5,2.37,154.38,116.73,-10.53,-19.75,-286.64,-41.54,-42.16,8766.859999999999,-16.63285644591324,-6.1000000000000005,-25.19,-0.9300000000000002,-2.1099999999999994,1.0
(주)티에스엠텍,66350,2014,92.6,61.5,15.93,8.28,2.71,3.5,-8.14,-11.2,-5.95,-47.95,68.06,613.7,4.21,1.86,0.73,5.52,216.6,0.617737003058104,0.011222981651376149,0.8593272171253823,-1.974949216871377,-16.60000000000001,53.15,-4.82,10.84,-3.5700000000000003,0.029999999999999364,-16.290000000000006,-0.9500000000000002,-9.649999999999991,219.47000000000003,-0.4989526063262544,0.9500000000000002,0.43000000000000016,0.12,0.8899999999999997,1.0
(주)플렉스컴,65270,2015,29.64,56.42,-47.79,-21.73,-55.47,-61.15,-75.67,-186.93,-43.03,0.0,26.54,0.0,4.34,7.3,0.57,2.48,-13.129999999999995,0.4056958260256371,-1.0186296848653016,1.4580566924952558,-30.789557692671462,-68.96,22.00000000000001,2.640000000000001,-43.0,-43.16,-49.55,13.62,-23.83,-35.12,-94.41,-6.385711090005922,-0.1900000000000004,-0.3500000000000005,-0.16000000000000006,-3.4600000000000004,1.0
(주)한도하이테크,60660,2007,149.22,28.48,56.47,-0.89,141.54,5.55,-15.27,-108.36,-13.19,-223.87,125.89,191.87,6.88,3.29,0.86,3.32,54.02000000000001,0.8348392506960135,-0.5713223754245843,0.6573830317417734,-15.679484145358508,-48.06999999999999,31.5,-0.040000000000000036,150.69,-5.14,-12.42,-217.9,-10.63,-35.86999999999999,125.51,-14.115157716328321,-1.3400000000000007,-0.8899999999999997,-0.040000000000000036,-45.67,1.0
(주)화림모드,45920,2002,194.44,33.03,6.99,23.36,60.56,47.63,11.37,3.67,10.82,9.91,146.32,193.35,4.26,1.77,0.95,4.16,203.99,0.8718776402346949,0.15067543918677914,0.6591139823944864,6.455766516556458,24.68000000000001,-8.7,6.09,42.53,1.4400000000000048,1.6399999999999988,-8.370000000000001,-1.4000000000000004,19.349999999999994,24.519999999999985,-0.6875412173537647,-0.9700000000000006,-0.21,-0.31000000000000005,-0.4699999999999998,1.0
글로웍스(주),34600,2010,61.97,32.6,-75.72,-49.12,-53.44,-1086.42,-1349.63,-2184.46,-43.21,-122.58,61.97,91.31,0.0,1.34,0.03,1.24,-21.79000000000002,0.2917364128119454,-3.4393474741569725,0.477290332562889,-15.863571236416087,-49.11,-59.42,-84.96000000000002,-111.14,-1155.48,-1367.7900000000004,-108.62,-45.36,-49.11,22.620000000000005,-16.253116223647872,-11.86,-3.29,-0.09,-3.25,1.0
나이스메탈(주),72530,2010,164.33,45.1,64.5,133.13,55.31,1.03,-1.22,0.34,-4.35,4.23,114.55,130.86,16.56,33.08,3.57,58.51,26.83,0.6361834676464294,-0.2455042651790312,0.5668352181310509,-0.6911091705738185,92.76000000000002,-599.08,-436.73,12.010000000000005,-2.6,1.38,399.82,4.130000000000001,73.07,-1821.45,0.3707189124505051,-2.7300000000000004,4.969999999999999,0.31000000000000005,12.85,1.0
대선조선(주),31990,2010,54.36,33.01,-39.19,9.6,-14.21,-46.57,-50.57,-87.14,-12.56,0.0,45.13,0.0,4.51,2.51,0.25,4.18,138.76,0.4141099103050661,-0.4807983052146826,1.1264515662598773,-7.169771927897178,1.5499999999999972,-30.65,-3.93,-6.360000000000001,-29.13,-30.01,128.77,-5.08,-2.279999999999994,-1645.67,1.676502140709343,-1.7599999999999998,-1.25,-0.11,-0.1200000000000001,1.0
리타워테크놀러지스(주),20860,2002,58.77,70.71,-48.25,-5.44,-22.36,-16.8,-269.55,-522.06,-13.74,-75.18,58.77,315.93,9.17,2.78,0.05,16.68,149.39999999999995,0.0548171252744015,-3.3641739554151338,0.7595756608034426,-12.243164741319385,-121.34,-48.25,-5.44,-22.36,-21.42,-113.06,462.7,-0.05000000000000071,-114.92,189.74,-9.057789554939944,0.3100000000000005,-0.41000000000000014,-0.04,0.05000000000000071,1.0
비알엔사이언스(주),38710,2010,50.77,69.03,714.05,29634.96,209.84,41.9,-22.83,-180.93,-13.73,-582.78,43.76,3417.63,11.15,3.3,0.6,17.47,122.33,0.4062871337589857,-0.667233214906679,0.97157179957748,-1.0592406439224828,-114.38,732.0999999999998,29712.54,202.99,-11.170000000000002,-26.45,-552.12,-14.3,-106.82000000000002,3369.92,-1.178851656152817,4.7200000000000015,-2.24,0.44,-1052.44,1.0
에이스하이텍(주),71930,2014,155.19,8.82,-55.24,-8.63,23.18,-12.01,-61.85,-109.73,-14.15,-41.13,140.53,25.81,14.36,4.31,0.23,5.85,47.73999999999999,0.3020975426080321,-0.7338219703306181,0.2051358111133217,-4.639851091934589,57.05,-139.88,20.18,-16.57,-19.52,-56.51000000000001,1.6499999999999986,-10.6,42.46000000000001,-135.29,-3.3040311870539614,-903.38,-1.1800000000000006,-0.4300000000000001,-5.44,1.0
엔빅스(주),54170,2010,68.12,52.83,-70.61,-99.58,-26.14,2.12,-32.82,-84.69,-13.9,-96.03,67.1,261.84,23.54,2.46,0.42,4.59,84.46999999999998,0.29709465345629377,-0.7215355384536881,0.7236329845411299,-3.320926867136349,-3.4200000000000017,-43.95,-98.66,-26.96,-9.989999999999998,-38.11,-98.04,-20.55,1.4799999999999898,137.22999999999996,-5.509259261899126,-9.79,-3.0200000000000005,-0.8400000000000001,-7.4700000000000015,1.0
엔토리노(주),32590,2007,42.73,119.69,-26.15,-0.05,139.1,26.39,-99.27,-1021.2,-16.64,0.0,31.32,0.0,1.89,3.87,0.17,6.76,233.75,0.4591329688926719,-1.835293982746622,1.3485087198237038,-2.8732044128398084,-376.31,35.5,1.95,116.21,3.4400000000000013,-93.28,0.0,-14.1,-376.13,-17.11,-2.054099700797924,-44.38,-0.4699999999999998,-0.25,-5.120000000000001,1.0
엠텍반도체(주),54440,2006,46.89,94.39,136.52,-1.27,-4.96,-18.22,-97.57,-430.63,-78.24,0.0,32.36,0.0,3.71,6.64,0.8,2.95,29.819999999999997,0.7095421503843842,-3.5826417331202243,2.129607499982089,-15.985537619448486,-2258.24,160.69,5.41,-35.09,-44.72,-62.06,17.2,-64.96,-1667.67,-80.54,10.570641087775847,2.31,3.71,0.4300000000000001,-11.1,1.0
울트라건설(주),4320,2014,36.83,45.26,-63.66,-1.48,-55.2,-10.81,-17.81,-61.58,-15.09,0.0,34.76,0.0,34.51,8.93,0.85,2.04,-127.07,0.4559028070525258,-0.8337363749464153,1.4160520730860662,-4.8494612048757615,-30.90000000000001,-110.47,0.46,-32.25,-16.42,-20.48,-9.45,-19.01,-29.78000000000001,-422.84,-7.125371767575444,26.46,-12.05,-0.62,-3.01,1.0
유씨아이콜스(주),65810,2007,12.42,290.47,-38.73,-27.01,-57.46,0.27,-146.85,-374.12,-148.24,0.0,12.42,0.0,645.92,3.37,1.01,3.83,13.429999999999993,0.5042039337561028,-6.261001153215916,4.060264575664625,-23.35658007784883,-241.62,-43.14,19.41,-141.24,-18.72,-147.64,-1.63,-149.44,-240.9,-125.3,-28.175628824107896,154.21999999999997,-2.02,-0.51,-3.3600000000000003,1.0
